1442450703,1524763136,1607747308,1780671067,1780674880,312510780,399226907,399255370,486789640,545261244,545392551,679805273,735219095,800788036,803736800,920668372,B00C2WDD5I,B00CNQ7HAU,B00DPM7TIG,B00JO8PEN2,B00L9B7IKE,B00YTXTIDO,B016ZNRC0Q,B01B1OGQH4,B01KXQ8SS6,B01L1CEZ6K,B01M7XPGYE,B06Y1264PX,B07415PPP1
,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0,
,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,
5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4.0,,5.0,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,
,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,
,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,5.0,,,,,,,4.0,,,,,,,,,,,,,,
,,,,,,,,,,,5.0,,,,,,,3.0,5.0,,,,,,,,,
,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,
,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,5.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,
,,,5.0,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,
,,,,,,,,,5.0,,,,,,5.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,
,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,5.0
,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,4.0,5.0,,,3.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,
,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,
,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,
,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5.0,,,,,,,,5.0,,,,
,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
,,,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
,,,,,,,3.0,,,,,,,4.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,
,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
,,,4.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,
,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,
,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,
,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
5.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,
,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,
,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,
,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,
,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5.0,,,3.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,
,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
5.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
,,,,,,,,,,,,3.0,,,,,,,,3.0,,,,,,,4.0,
,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,
,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,
,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,5.0
,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5.0,,,,5.0,,,,
,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,
,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,5.0,
,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
,,,,,,5.0,,,,,,,,,,2.0,,,,,,,,,,3.0,,
,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,
,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,5.0,
,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,4.0,,5.0,,
,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
,,,,,5.0,,,,,,,,,,,,,,,,,4.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,
,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
,,,,,,,,,,,,,,,,,4.0,,,,5.0,,,,,,,
,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,3.0,4.0,5.0,,,,,
,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
,,,,,,,,,,5.0,,,,3.0,,,,,,,,,,,,,,
,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,5.0,
,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,
,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,
5.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,
,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
5.0,,,,,,5.0,,,5.0,5.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5.0,,,,,,,5.0,,,
,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5.0,5.0,,,,5.0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,
,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
,,,,,,,,,5.0,,,,,,,4.0,,,,,,,,,,,,
,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,
,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
,,,,,,,5.0,,,,5.0,,,,,,,,,,,,,,,,,
,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.0,,,4.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,5.0,5.0
,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,3.0,,,,5.0,4.0,
,,5.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,5.0
,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
,5.0,,,,,,,,,,,,,,,,,4.0,,4.0,,,,,,,,
,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,5.0,,,,,,5.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3.0,,,,5.0,,,,
,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,5.0,,,,,,,,5.0,,,,,
,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,
,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,
,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,
,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
,,,,,,,,,,,,,5.0,,,,,,5.0,5.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,4.0,
,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,
,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
,,,2.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,,,,,,5.0,,,,5.0,,,,,,,,,,,,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,
,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0,,,,
,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,
,,,,,,,,,,,5.0,,,,,,,,,,,,,,5.0,,,
,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,5.0,,,
,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
,,,5.0,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5.0,,,,,,,3.0,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,5.0
,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5.0,,,,,,,5.0,,,,
,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
5.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,
,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,4.0,
,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
,,,,,,5.0,,,,,,,,,,,,,,,,,,,5.0,,,
,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,
,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3.0,,5.0,,,,,,
,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
,,,4.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,
,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5.0,,,,,,,,,,,,5.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,5.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,
,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
,,,,,,,,,,5.0,,,,5.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,
4.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,5.0,
,,,,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,,
,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,
,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,4.0,
,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
,,,,,,,,,,,,,,,,,,,,,,5.0,,,5.0,,,
,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
